timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1543814166140,317,HTTP Request,200,OK,Users 1-1,text,true,,8191,232,31,31,http://localhost:9292/,17,0,0
1543814166140,17,HTTP Request-0,302,Found,Users 1-1,text,true,,838,118,31,31,http://localhost:9292/cars,17,0,0
1543814166157,300,HTTP Request-1,200,OK,Users 1-1,text,true,,7353,114,31,31,http://localhost:9292/,297,0,0
1543814166151,309,HTTP Request,200,OK,Users 1-2,text,true,,8175,232,32,32,http://localhost:9292/,42,0,1
1543814166151,51,HTTP Request-0,302,Found,Users 1-2,text,true,,834,118,32,32,http://localhost:9292/cars,42,0,1
1543814166202,258,HTTP Request-1,200,OK,Users 1-2,text,true,,7341,114,32,32,http://localhost:9292/,256,0,0
1543814166161,310,HTTP Request,200,OK,Users 1-3,text,true,,8205,232,33,33,http://localhost:9292/,60,0,0
1543814166161,60,HTTP Request-0,302,Found,Users 1-3,text,true,,854,118,33,33,http://localhost:9292/cars,60,0,0
1543814166221,250,HTTP Request-1,200,OK,Users 1-3,text,true,,7351,114,33,33,http://localhost:9292/,250,0,0
1543814166181,291,HTTP Request,200,OK,Users 1-5,text,true,,8193,232,33,33,http://localhost:9292/,54,0,0
1543814166181,60,HTTP Request-0,302,Found,Users 1-5,text,true,,840,118,33,33,http://localhost:9292/cars,54,0,0
1543814166241,231,HTTP Request-1,200,OK,Users 1-5,text,true,,7353,114,33,33,http://localhost:9292/,230,0,0
1543814166175,328,HTTP Request,200,OK,Users 1-4,text,true,,8199,232,36,36,http://localhost:9292/,60,0,1
1543814166175,68,HTTP Request-0,302,Found,Users 1-4,text,true,,848,118,36,36,http://localhost:9292/cars,60,0,1
1543814166243,260,HTTP Request-1,200,OK,Users 1-4,text,true,,7351,114,36,36,http://localhost:9292/,257,0,0
1543814166191,576,HTTP Request,200,OK,Users 1-6,text,true,,8189,232,62,62,http://localhost:9292/,319,0,1
1543814166191,319,HTTP Request-0,302,Found,Users 1-6,text,true,,840,118,62,62,http://localhost:9292/cars,319,0,1
1543814166510,257,HTTP Request-1,200,OK,Users 1-6,text,true,,7349,114,62,62,http://localhost:9292/,252,0,0
1543814166203,573,HTTP Request,200,OK,Users 1-7,text,true,,8183,232,63,63,http://localhost:9292/,308,0,0
1543814166203,308,HTTP Request-0,302,Found,Users 1-7,text,true,,834,118,63,63,http://localhost:9292/cars,308,0,0
1543814166511,265,HTTP Request-1,200,OK,Users 1-7,text,true,,7349,114,63,63,http://localhost:9292/,261,0,0
1543814166225,556,HTTP Request,200,OK,Users 1-9,text,true,,8201,232,63,63,http://localhost:9292/,318,0,0
1543814166225,321,HTTP Request-0,302,Found,Users 1-9,text,true,,846,118,63,63,http://localhost:9292/cars,318,0,0
1543814166546,235,HTTP Request-1,200,OK,Users 1-9,text,true,,7355,114,63,63,http://localhost:9292/,234,0,0
1543814166213,573,HTTP Request,200,OK,Users 1-8,text,true,,8191,232,64,64,http://localhost:9292/,313,0,0
1543814166213,319,HTTP Request-0,302,Found,Users 1-8,text,true,,842,118,64,64,http://localhost:9292/cars,313,0,0
1543814166532,254,HTTP Request-1,200,OK,Users 1-8,text,true,,7349,114,64,64,http://localhost:9292/,248,0,0
1543814166235,587,HTTP Request,200,OK,Users 1-10,text,true,,8195,232,67,67,http://localhost:9292/,337,0,0
1543814166235,339,HTTP Request-0,302,Found,Users 1-10,text,true,,844,118,67,67,http://localhost:9292/cars,337,0,0
1543814166574,248,HTTP Request-1,200,OK,Users 1-10,text,true,,7351,114,67,67,http://localhost:9292/,245,0,0
1543814166245,820,HTTP Request,200,OK,Users 1-11,text,true,,8203,232,91,91,http://localhost:9292/,558,0,1
1543814166245,565,HTTP Request-0,302,Found,Users 1-11,text,true,,850,118,91,91,http://localhost:9292/cars,558,0,1
1543814166810,255,HTTP Request-1,200,OK,Users 1-11,text,true,,7353,114,91,91,http://localhost:9292/,252,0,0
1543814166274,827,HTTP Request,200,OK,Users 1-14,text,true,,8197,232,95,95,http://localhost:9292/,574,0,1
1543814166274,577,HTTP Request-0,302,Found,Users 1-14,text,true,,848,118,95,95,http://localhost:9292/cars,574,0,1
1543814166851,250,HTTP Request-1,200,OK,Users 1-14,text,true,,7349,114,95,95,http://localhost:9292/,244,0,0
1543814166255,849,HTTP Request,200,OK,Users 1-12,text,true,,8191,232,95,95,http://localhost:9292/,573,0,0
1543814166255,573,HTTP Request-0,302,Found,Users 1-12,text,true,,838,118,95,95,http://localhost:9292/cars,573,0,0
