timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1543814070848,476,HTTP Request,200,OK,Users 1-2,text,true,,8185,232,11,11,http://localhost:9292/,52,0,0
1543814070848,58,HTTP Request-0,302,Found,Users 1-2,text,true,,842,118,11,11,http://localhost:9292/cars,52,0,0
1543814070906,418,HTTP Request-1,200,OK,Users 1-2,text,true,,7343,114,11,11,http://localhost:9292/,412,0,0
1543814070795,561,HTTP Request,200,OK,Users 1-1,text,true,,8181,232,12,12,http://localhost:9292/,72,0,2
1543814070795,72,HTTP Request-0,302,Found,Users 1-1,text,true,,836,118,12,12,http://localhost:9292/cars,72,0,2
1543814070867,489,HTTP Request-1,200,OK,Users 1-1,text,true,,7345,114,12,12,http://localhost:9292/,464,0,0
1543814070898,470,HTTP Request,200,OK,Users 1-3,text,true,,8187,232,12,12,http://localhost:9292/,84,0,0
1543814070898,84,HTTP Request-0,302,Found,Users 1-3,text,true,,838,118,12,12,http://localhost:9292/cars,84,0,0
1543814070982,386,HTTP Request-1,200,OK,Users 1-3,text,true,,7349,114,12,12,http://localhost:9292/,375,0,0
1543814071000,464,HTTP Request,200,OK,Users 1-5,text,true,,8197,232,14,14,http://localhost:9292/,95,0,0
1543814071000,102,HTTP Request-0,302,Found,Users 1-5,text,true,,846,118,14,14,http://localhost:9292/cars,95,0,0
1543814071102,362,HTTP Request-1,200,OK,Users 1-5,text,true,,7351,114,14,14,http://localhost:9292/,359,0,0
1543814070947,517,HTTP Request,200,OK,Users 1-4,text,true,,8195,232,14,14,http://localhost:9292/,116,0,1
1543814070947,117,HTTP Request-0,302,Found,Users 1-4,text,true,,844,118,14,14,http://localhost:9292/cars,116,0,1
1543814071064,400,HTTP Request-1,200,OK,Users 1-4,text,true,,7351,114,14,14,http://localhost:9292/,397,0,0
1543814071046,622,HTTP Request,200,OK,Users 1-6,text,true,,8191,232,18,18,http://localhost:9292/,380,0,0
1543814071046,387,HTTP Request-0,302,Found,Users 1-6,text,true,,838,118,18,18,http://localhost:9292/cars,380,0,0
1543814071433,235,HTTP Request-1,200,OK,Users 1-6,text,true,,7353,114,18,18,http://localhost:9292/,233,0,0
1543814071100,639,HTTP Request,200,OK,Users 1-7,text,true,,8189,232,19,19,http://localhost:9292/,365,0,0
1543814071100,369,HTTP Request-0,302,Found,Users 1-7,text,true,,842,118,19,19,http://localhost:9292/cars,365,0,0
1543814071469,270,HTTP Request-1,200,OK,Users 1-7,text,true,,7347,114,19,19,http://localhost:9292/,270,0,0
1543814071150,618,HTTP Request,200,OK,Users 1-8,text,true,,8195,232,20,20,http://localhost:9292/,314,0,0
1543814071150,318,HTTP Request-0,302,Found,Users 1-8,text,true,,842,118,20,20,http://localhost:9292/cars,314,0,0
1543814071468,300,HTTP Request-1,200,OK,Users 1-8,text,true,,7353,114,20,20,http://localhost:9292/,298,0,0
1543814071250,522,HTTP Request,200,OK,Users 1-10,text,true,,8187,232,20,20,http://localhost:9292/,319,0,0
1543814071250,319,HTTP Request-0,302,Found,Users 1-10,text,true,,832,118,20,20,http://localhost:9292/cars,319,0,0
