timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1543813921466,985,HTTP Request,200,OK,Car Testers 1-1,text,true,,8187,232,98,98,http://localhost:9292/,176,0,1
1543813921466,178,HTTP Request-0,302,Found,Car Testers 1-1,text,true,,838,118,98,98,http://localhost:9292/cars,176,0,1
1543813921644,807,HTTP Request-1,200,OK,Car Testers 1-1,text,true,,7349,114,98,98,http://localhost:9292/,804,0,0
1543813921487,986,HTTP Request,200,OK,Car Testers 1-3,text,true,,8191,232,100,100,http://localhost:9292/,194,0,3
1543813921487,195,HTTP Request-0,302,Found,Car Testers 1-3,text,true,,844,118,100,100,http://localhost:9292/cars,194,0,3
1543813921682,791,HTTP Request-1,200,OK,Car Testers 1-3,text,true,,7347,114,100,100,http://localhost:9292/,787,0,0
1543813921477,1010,HTTP Request,200,OK,Car Testers 1-2,text,true,,8193,232,100,100,http://localhost:9292/,202,0,1
1543813921477,203,HTTP Request-0,302,Found,Car Testers 1-2,text,true,,844,118,100,100,http://localhost:9292/cars,202,0,1
1543813921680,807,HTTP Request-1,200,OK,Car Testers 1-2,text,true,,7349,114,100,100,http://localhost:9292/,795,0,0
1543813921497,1022,HTTP Request,200,OK,Car Testers 1-4,text,true,,8191,232,100,100,http://localhost:9292/,185,0,1
1543813921497,185,HTTP Request-0,302,Found,Car Testers 1-4,text,true,,842,118,100,100,http://localhost:9292/cars,185,0,1
1543813921682,837,HTTP Request-1,200,OK,Car Testers 1-4,text,true,,7349,114,100,100,http://localhost:9292/,837,0,0
1543813921507,1015,HTTP Request,200,OK,Car Testers 1-5,text,true,,8183,232,100,100,http://localhost:9292/,192,0,1
1543813921507,235,HTTP Request-0,302,Found,Car Testers 1-5,text,true,,836,118,100,100,http://localhost:9292/cars,192,0,1
1543813921742,780,HTTP Request-1,200,OK,Car Testers 1-5,text,true,,7347,114,100,100,http://localhost:9292/,779,0,0
1543813921516,1890,HTTP Request,200,OK,Car Testers 1-6,text,true,,8183,232,100,100,http://localhost:9292/,1076,0,1
1543813921516,1084,HTTP Request-0,302,Found,Car Testers 1-6,text,true,,836,118,100,100,http://localhost:9292/cars,1076,0,1
1543813922600,806,HTTP Request-1,200,OK,Car Testers 1-6,text,true,,7347,114,100,100,http://localhost:9292/,804,0,0
1543813921526,1932,HTTP Request,200,OK,Car Testers 1-7,text,true,,8205,232,100,100,http://localhost:9292/,1165,0,1
1543813921526,1166,HTTP Request-0,302,Found,Car Testers 1-7,text,true,,852,118,100,100,http://localhost:9292/cars,1165,0,1
1543813922692,766,HTTP Request-1,200,OK,Car Testers 1-7,text,true,,7353,114,100,100,http://localhost:9292/,732,0,0
1543813921536,1931,HTTP Request,200,OK,Car Testers 1-8,text,true,,8187,232,100,100,http://localhost:9292/,1156,0,1
1543813921536,1172,HTTP Request-0,302,Found,Car Testers 1-8,text,true,,844,118,100,100,http://localhost:9292/cars,1156,0,1
1543813922708,759,HTTP Request-1,200,OK,Car Testers 1-8,text,true,,7343,114,100,100,http://localhost:9292/,759,0,0
1543813921546,1926,HTTP Request,200,OK,Car Testers 1-9,text,true,,8185,232,100,100,http://localhost:9292/,1239,0,1
1543813921546,1245,HTTP Request-0,302,Found,Car Testers 1-9,text,true,,836,118,100,100,http://localhost:9292/cars,1239,0,1
1543813922791,681,HTTP Request-1,200,OK,Car Testers 1-9,text,true,,7349,114,100,100,http://localhost:9292/,680,0,0
1543813921557,1917,HTTP Request,200,OK,Car Testers 1-10,text,true,,8211,232,100,100,http://localhost:9292/,1261,0,1
1543813921557,1283,HTTP Request-0,302,Found,Car Testers 1-10,text,true,,848,118,100,100,http://localhost:9292/cars,1261,0,1
1543813922840,634,HTTP Request-1,200,OK,Car Testers 1-10,text,true,,7363,114,100,100,http://localhost:9292/,633,0,0
